INSTNM,CITY,STATE,STABBR,ZIP,LATITUDE,LONGITUDE,INSTURL
San Antonio College,San Antonio,Texas ,TX,78212-3941,29.44634,-98.497647,www.alamo.edu/sac
San Bernardino Beauty College,San Bernardino,California ,CA,92410-4414,34.110518,-117.285521,barber-beautycollege.com/
San Bernardino Valley College,San Bernardino,California ,CA,92410-2798,34.086353,-117.313248,www.valleycollege.edu/
San Diego Christian College,Santee,California ,CA,92071,32.842404,-116.978112,sdcc.edu/
San Diego City College,San Diego,California ,CA,92101-4787,32.717403,-117.152733,www.sdcity.edu/
San Diego Global Knowledge University,San Diego,California ,CA,92101-7446,32.708222,-117.154966,www.sdgku.edu/
San Diego Mesa College,San Diego,California ,CA,92111-4998,32.803825,-117.169165,www.sdmesa.edu/
San Diego Miramar College,San Diego,California ,CA,92126-2999,32.909757,-117.120261,www.sdmiramar.edu/
San Diego State University,San Diego,California ,CA,92182-0001,32.77525,-117.071228,www.sdsu.edu/
San Diego State University-Imperial Valley Campus,Calexico,California ,CA,92231,nan,nan,www.ivcampus.sdsu.edu/
San Francisco Art Institute,San Francisco,California ,CA,94133-2299,37.803575,-122.417,www.sfai.edu/
San Francisco Bay University,Fremont,California ,CA,94539,37.477991,-121.925953,https://www.sfbu.edu/
San Francisco Conservatory of Music,San Francisco,California ,CA,94102-6011,37.775543,-122.420292,https://sfcm.edu/
San Francisco Film School,San Francisco,California ,CA,94104-2835,37.791643,-122.401124,www.sanfranciscofilmschool.edu/
San Francisco Institute of Esthetics & Cosmetology Inc,San Francisco,California ,CA,94103,37.777043,-122.407083,https://www.sfiec.edu/
San Francisco State University,San Francisco,California ,CA,94132,37.721224,-122.476799,www.sfsu.edu/
San Ignacio University,Doral,Florida ,FL,33178-2350,25.812652,-80.365552,www.sanignaciouniversity.edu/
San Jacinto College-North Campus,Houston,Texas ,TX,77049-4599,nan,nan,www.sanjac.edu/
San Jacinto College-South Campus,Houston,Texas ,TX,77089-6099,nan,nan,www.sanjac.edu/
San Jacinto Community College,Pasadena,Texas ,TX,77505,29.660032,-95.114677,www.sanjac.edu/
San Jacinto Community College District - Generation Park Campus,Houston,Texas ,TX,77044-0000,nan,nan,https://www.sanjac.edu/
San Joaquin College of Law,Clovis,California ,CA,93612-1312,36.82448,-119.697657,www.sjcl.edu/
San Joaquin Delta College,Stockton,California ,CA,95207,37.995562,-121.317597,www.deltacollege.edu/
San Joaquin General Hospital School of Radiation Technology,French Camp,California ,CA,95231,nan,nan,www.deltacollege.edu/
San Joaquin Valley College-Atascadero,Atascadero,California ,CA,93422-5333,35.471527,-120.652852,https://www.sjvc.edu/
San Joaquin Valley College-Bakersfield,Bakersfield,California ,CA,93309-2659,35.352848,-119.062071,www.sjvc.edu/
San Joaquin Valley College-Delano,Delano,California ,CA,93215-9691,35.774826,-119.229077,https://www.sjvc.edu/
San Joaquin Valley College-Fresno,Fresno,California ,CA,93710-3616,36.829907,-119.784003,www.sjvc.edu/
San Joaquin Valley College-Fresno Aviation,Fresno,California ,CA,93727-1501,36.776798,-119.72824,www.sjvc.edu/
San Joaquin Valley College-Hanford Classroom,Hanford,California ,CA,93230-4523,36.32604,-119.647869,www.sjvc.edu/
San Joaquin Valley College-Hesperia,Hesperia,California ,CA,92344-8086,34.420693,-117.383116,www.sjvc.edu/
San Joaquin Valley College-Lancaster,Lancaster,California ,CA,93534-7018,34.648563,-118.148431,www.sjvc.edu/
San Joaquin Valley College-Madera,Madera,California ,CA,93637-8724,36.976963,-120.082716,https://www.sjvc.edu/
San Joaquin Valley College-Modesto,Salida,California ,CA,95368-9090,37.717403,-121.092991,www.sjvc.edu/
San Joaquin Valley College-Ontario,Ontario,California ,CA,91764-5107,34.068584,-117.55038,sjvc.edu/
San Joaquin Valley College-Porterville,Porterville,California ,CA,93257-3730,36.071598,-119.01576,https://www.sjvc.edu/
San Joaquin Valley College-Rancho Cordova,Rancho Cordova,California ,CA,95670-5642,38.595187,-121.28191,www.sjvc.edu/
San Joaquin Valley College-Rancho Mirage,Rancho Mirage,California ,CA,92270-2701,33.798782,-116.390793,https://www.sjvc.edu/
San Joaquin Valley College-Santa Maria,Santa Maria,California ,CA,93454-6921,34.937806,-120.433296,https://www.sjvc.edu/
San Joaquin Valley College-Temecula,Temecula,California ,CA,92590-5678,33.525983,-117.166502,www.sjvc.edu/
San Joaquin Valley College-Visalia,Visalia,California ,CA,93291-9283,36.328049,-119.384981,www.sjvc.edu/
San Jose Campus,San Jose,California ,CA,95131,nan,nan,www.fivebranches.edu/
San Jose City College,San Jose,California ,CA,95128-2798,37.315827,-121.926185,www.sjcc.edu/
San Jose State University,San Jose,California ,CA,95192-0001,37.336569,-121.880621,www.sjsu.edu/
San Juan Bautista School of Medicine,Caguas,Puerto Rico ,PR,00725-4968,18.220528,-66.050389,www.sanjuanbautista.edu/
San Juan College,Farmington,New Mexico ,NM,87402-4699,36.770446,-108.169468,www.sanjuancollege.edu/
Sandhills Community College,Pinehurst,North Carolina ,NC,28374,35.220086,-79.40635,www.sandhills.edu/
Sandra Academy of Salon Services,New Tazewell,Tennessee ,TN,37825-7239,36.444823,-83.586525,www.sandraacademy.com/
Sandusky Career Center,Sandusky,Ohio ,OH,44870,41.440957,-82.766473,www.sanduskycareercenter.org/
Sanford Burnham Prebys Medical Discovery Institute,La Jolla,California ,CA,92037-1005,32.900056,-117.241748,https://www.sbpdiscovery.org/education/graduate-school
Sanford Medical Center,Sioux Falls,South Dakota ,SD,57117-5039,43.535591,-96.74341,www.sanfordhealth.org/
Santa Ana Beauty Academy,Santa Ana,California ,CA,92705-7820,33.766402,-117.835205,www.saba-ca.com/index.php
Santa Ana Beauty College,Santa Ana,California ,CA,92706-2321,33.759423,-117.895913,www.savcusa.com/
Santa Ana College,Santa Ana,California ,CA,92706-3398,33.759309,-117.887558,www.sac.edu/
Santa Barbara Business College - Ventura,Ventura,California ,CA,93003-8053,nan,nan,https://sbbcollege.edu/
Santa Barbara Business College-Bakersfield,Bakersfield,California ,CA,93309,35.359544,-119.061264,sbbcollege.edu/
Santa Barbara Business College-Santa Maria,Santa Maria,California ,CA,93454,34.937806,-120.433296,sbbcollege.edu/
Santa Barbara City College,Santa Barbara,California ,CA,93109-2394,34.406788,-119.698045,www.sbcc.edu/
Santa Clara University,Santa Clara,California ,CA,95053,37.348362,-121.93784,www.scu.edu/
Santa Fe College,Gainesville,Florida ,FL,32606-6210,29.681037,-82.433143,www.sfcollege.edu/
Santa Fe Community College,Santa Fe,New Mexico ,NM,87508-4887,35.605871,-105.998054,https://www.sfcc.edu/
Santa Monica College,Santa Monica,California ,CA,90405-1628,34.017022,-118.469765,www.smc.edu/
Santa Rosa Junior College,Santa Rosa,California ,CA,95401-4395,38.45709,-122.718974,www.santarosa.edu/
Santiago Canyon College,Orange,California ,CA,92869-4512,33.795449,-117.766762,www.sccollege.edu/Pages/default.aspx
Sarah Lawrence College,Bronxville,New York ,NY,10708,40.9355,-73.843727,www.sarahlawrence.edu/
Sarasota School of Massage Therapy,Sarasota,Florida ,FL,34243-6130,27.389606,-82.485901,https://www.sarasotaschoolofmassagetherapy.edu/
Sauk Valley Community College,Dixon,Illinois ,IL,61021-9112,41.817659,-89.596483,www.svcc.edu/
Savannah College of Art and Design,Savannah,Georgia ,GA,31402-3146,32.072963,-81.093849,www.scad.edu/
Savannah State University,Savannah,Georgia ,GA,31404-5310,32.024781,-81.063377,www.savannahstate.edu/
Savannah Technical College,Savannah,Georgia ,GA,31405-5594,32.023211,-81.114753,www.savannahtech.edu/
Saybrook University,Pasadena,California ,CA,91103,34.153103,-118.152155,https://www.saybrook.edu/
Schenectady County Community College,Schenectady,New York ,NY,12305,42.814412,-73.950008,sunysccc.edu/
Schiller International University,Tampa,Florida ,FL,33602,27.893935,-82.757492,www.schiller.edu/
Schilling-Douglas School of Hair Design LLC,Newark,Delaware ,DE,19711,39.711442,-75.74178,schillingdouglas.edu/
School of Automotive Machinists & Technology,Houston,Texas ,TX,77055-1803,29.805166,-95.476017,samtech.edu/
School of Missionary Aviation Technology,Ionia,Michigan ,MI,48846,42.941371,-85.07224,www.smat.edu/
School of Professional Horticulture New York Botanical Garden,Bronx,New York ,NY,10458-5126,40.866742,-73.878164,www.nybg.org/edu/soph/
School of Visual Arts,New York,New York ,NY,10010,40.738809,-73.982359,www.sva.edu/
School of the Art Institute of Chicago,Chicago,Illinois ,IL,60603,41.88105,-87.625758,www.saic.edu/
Schoolcraft College,Livonia,Michigan ,MI,48152-2696,42.419279,-83.430958,www.schoolcraft.edu/
Schreiner University,Kerrville,Texas ,TX,78028-5697,30.031458,-99.130586,www.schreiner.edu/
Schuyler Steuben Chemung Tioga Allegany BOCES,Elmira,New York ,NY,14903,42.150743,-76.839771,www.gstboces.org/adulted/index.cfm
Schuylkill Technology Center,Frackville,Pennsylvania ,PA,17931,40.775735,-76.22938,www.stcenters.org/
Scioto County Career Technical Center,Lucasville,Ohio ,OH,45648-0766,38.854707,-82.979481,www.sciototech.org/
Scottsdale Community College,Scottsdale,Arizona ,AZ,85256,33.51135,-111.885186,www.scottsdalecc.edu/
Scripps College,Claremont,California ,CA,91711-3905,34.104147,-117.711294,www.scrippscollege.edu/
Searcy Beauty College,Searcy,Arkansas ,AR,72143,35.239148,-91.735135,searcybeautycollege.com/
Seattle Central College,Seattle,Washington ,WA,98122,47.616748,-122.321231,www.seattlecentral.edu/
Seattle Film Institute,Seattle,Washington ,WA,98119-1707,47.64894,-122.377121,https://www.sfi.edu/#fronttable
Seattle Institute of East Asian Medicine,Seattle,Washington ,WA,98108,47.552127,-122.331171,www.sieam.edu/
Seattle Pacific University,Seattle,Washington ,WA,98119-1997,47.650214,-122.361667,https://spu.edu/
Seattle University,Seattle,Washington ,WA,98122-4340,47.608859,-122.318851,www.seattleu.edu/
Sebring Career Schools-Houston,Houston,Texas ,TX,77083,29.706713,-95.644945,sebringcareerschools.com/
Sebring Career Schools-Huntsville,Huntsville,Texas ,TX,77340,30.702549,-95.549878,www.sebringcareerschools.com/
Seguin Beauty School-New Braunfels,New Braunfels,Texas ,TX,78130,29.70187,-98.125943,www.seguinbeautyschool.net/
Seguin Beauty School-Seguin,Seguin,Texas ,TX,78155,29.569142,-97.96436,seguinbeautyschool.net/
Seminar L'moros Bais Yaakov,Brooklyn,New York ,NY,11219,40.634863,-73.985376,seminarlmorosbaisyaakov.com/
Seminario Evangelico de Puerto Rico,San Juan,Puerto Rico ,PR,00925,18.407003,-66.052816,www.se-pr.edu/
Seminary Bnos Chaim,Lakewood,New Jersey ,NJ,08701-2336,40.051166,-74.202886,www.seminarybnoschaim.com/
Seminole State College,Seminole,Oklahoma ,OK,74868-1901,35.249515,-96.704908,www.sscok.edu/
Seminole State College of Florida,Sanford,Florida ,FL,32773-6199,28.745482,-81.308003,https://www.seminolestate.edu/
Sentara College of Health Sciences,Chesapeake,Virginia ,VA,23320,36.777043,-76.243308,www.sentara.edu/
Sessions College for Professional Design,Tempe,Arizona ,AZ,85281,33.427133,-111.941123,https://www.sessions.edu/
Seton Hall University,South Orange,New Jersey ,NJ,07079-2697,40.742336,-74.246027,https://www.shu.edu/
Seton Hill University,Greensburg,Pennsylvania ,PA,15601,40.309407,-79.557433,www.setonhill.edu/
Setting the Standard Barbering and Natural Hair Academy,Shreveport,Louisiana ,LA,71109-4124,32.4843,-93.797551,www.sts-academy.com/
Seward County Community College,Liberal,Kansas ,KS,67901,37.059807,-100.917695,www.sccc.edu/
Sh'or Yoshuv Rabbinical College,Lawrence,New York ,NY,11559-1714,40.605227,-73.740085,https://www.shoryoshuv.org/
Sharon Regional School of Nursing,Sharon,Pennsylvania ,PA,16146,41.232638,-80.497236,www.sharonregionalmedical.org/
Sharp Edgez Barber Institute,Rochester,New York ,NY,14615-0000,43.200074,-77.637278,www.sharpedgez.com/
Sharp Edgez Barber Institute - Buffalo,Buffalo,New York ,NY,14217-0000,nan,nan,www.sharpedgezbarberinstitute.com/
Sharp's Academy of Hairstyling,Grand Blanc,Michigan ,MI,48439,42.912036,-83.624526,www.sharpsacademyofhairstyling.com/
Shasta Bible College and Graduate School,Redding,California ,CA,96002,40.566034,-122.314419,www.shasta.edu/
Shasta College,Redding,California ,CA,96003,40.625731,-122.317982,https://www.shastacollege.edu/
Shasta School of Cosmetology,Redding,California ,CA,96003,40.597114,-122.387248,www.shastaschoolofcosmetology.com/
Shaw University,Raleigh,North Carolina ,NC,27601,35.771181,-78.637693,www.shawu.edu/
Shawnee Beauty College,Shawnee,Oklahoma ,OK,74801,35.356032,-96.912574,www.shawneebeautycollege.com/
Shawnee Community College,Ullin,Illinois ,IL,62992,37.270198,-89.03352,www.shawneecc.edu/
Shawnee State University,Portsmouth,Ohio ,OH,45662,38.730867,-82.993769,https://www.shawnee.edu/
Shawsheen Valley School of Practical Nursing,Billerica,Massachusetts ,MA,01821-5499,42.546696,-71.217926,https://www.shawsheenpracticalnursing.com/
Shear Ego International School of Hair Design,Rochester,New York ,NY,14617,43.208124,-77.602821,www.shearegoschool.com/
Shear Excellence Hair Academy,Tampa,Florida ,FL,33614,28.027145,-82.503396,shearexcellhairacademy.org/
Shear Finesse Beauty Academy,Jacksonville,Florida ,FL,32225,30.319276,-81.558157,www.shearfinessehairacademy.com/
Shear Perfection Academy of Cosmetology,Nashville,Tennessee ,TN,37211-3020,36.04762,-86.709812,www.spanash.com/
Shelton State Community College,Tuscaloosa,Alabama ,AL,35405-8522,33.120531,-87.56148,www.sheltonstate.edu/
Shenandoah University,Winchester,Virginia ,VA,22601-5195,39.167355,-78.157433,www.su.edu/
Shepherd University,Shepherdstown,West Virginia ,WV,25443,39.433071,-77.804101,www.shepherd.edu/
Shepherds College,Union Grove,Wisconsin ,WI,53182,42.680369,-88.062268,www.shepherdscollege.edu/
Shepherds Theological Seminary,Cary,North Carolina ,NC,27518-9316,35.744334,-78.742623,shepherds.edu/
Sheridan Technical College,Hollywood,Florida ,FL,33021,26.031736,-80.198024,www.sheridantechnicalcollege.edu/
Sherman College of Chiropractic,Spartanburg,South Carolina ,SC,29316,35.014602,-81.985878,https://www.sherman.edu/
Shiloh University,Rancho Cucamonga,California ,CA,91739,41.459135,-91.705724,www.shiloh.edu/
Shippensburg University of Pennsylvania,Shippensburg,Pennsylvania ,PA,17257-2299,40.057933,-77.522335,www.ship.edu/
Shore Beauty School,Egg Harbor Township,New Jersey ,NJ,08234,39.433238,-74.613498,https://www.shorebeautyschool.edu/
Shoreline Community College,Shoreline,Washington ,WA,98133-5696,47.747402,-122.358626,www.shoreline.edu/
Shorter College,N Little Rock,Arkansas ,AR,72114,34.75933,-92.261331,www.shortercollege.edu/
Shorter University,Rome,Georgia ,GA,30165,34.257543,-85.196529,https://www.shorter.edu/
Siena College,Loudonville,New York ,NY,12211-1462,42.717602,-73.7526,https://www.siena.edu/
Siena Heights University,Adrian,Michigan ,MI,49221,41.905624,-84.018841,www.sienaheights.edu/
Sierra College,Rocklin,California ,CA,95677-3397,38.790773,-121.211688,https://www.sierracollege.edu/
Sierra College of Beauty,Merced,California ,CA,95340,37.306975,-120.495874,sierrabeautycollege.net/
Sierra Nevada University,Incline Village,Nevada ,NV,89451,39.244278,-119.939125,www.sierranevada.edu/
Signature Healthcare Brockton Hospital School of Nursing,Brockton,Massachusetts ,MA,02302-1905,42.088032,-70.992764,www.bhson.org/
Simmons College of Kentucky,Louisville,Kentucky ,KY,40203-3322,38.239519,-85.764811,https://www.simmonscollegeky.edu/
Simmons University,Boston,Massachusetts ,MA,02115-5898,42.3393,-71.099967,www.simmons.edu/
Simpson College,Indianola,Iowa ,IA,50125,41.365503,-93.563471,simpson.edu/
Simpson University,Redding,California ,CA,96003-8606,40.61334,-122.332981,www.simpsonu.edu/
Sinclair Community College,Dayton,Ohio ,OH,45402-1460,39.757598,-84.200628,www.sinclair.edu/
Sinte Gleska University,Mission,South Dakota ,SD,57555-0105,43.298878,-100.622549,www.sintegleska.edu/
Sioux Falls Seminary,Sioux Falls,South Dakota ,SD,57105,43.525446,-96.735896,www.sfseminary.edu/
Sisseton Wahpeton College,Sisseton,South Dakota ,SD,57262,45.562731,-97.060835,https://www.swcollege.edu/
Sitting Bull College,Fort Yates,North Dakota ,ND,58538-9721,46.085288,-100.674735,www.sittingbull.edu/
Skagit Valley College,Mount Vernon,Washington ,WA,98273,48.437194,-122.30894,www.skagit.edu/
Skidmore College,Saratoga Springs,New York ,NY,12866,43.097035,-73.785335,www.skidmore.edu/
Skin Institute,Saint Louis,Missouri ,MO,63126,38.527717,-90.364232,www.skininstitute.edu/
Skin Science Institute,Sandy,Utah ,UT,84094,40.564549,-111.851628,skinscienceinstitute.com/
Skinworks School of Advanced Skincare,Salt Lake City,Utah ,UT,84115,40.724925,-111.884177,www.skinworks.edu/
Skyline College,San Bruno,California ,CA,94066-1698,37.63042,-122.467335,skylinecollege.edu/
Slippery Rock University of Pennsylvania,Slippery Rock,Pennsylvania ,PA,16057-1383,41.062719,-80.045965,https://www.sru.edu/
Smith College,Northampton,Massachusetts ,MA,01063,42.318111,-72.638097,www.smith.edu/
Snead State Community College,Boaz,Alabama ,AL,35957-0734,34.201495,-86.169897,www.snead.edu/
Snow College,Ephraim,Utah ,UT,84627,39.360177,-111.58296,https://www.snow.edu/
Snow College-Richfield Campus,Richfield,Utah ,UT,84701,nan,nan,https://www.snow.edu/richfield/
Sofia University,Palo Alto,California ,CA,94303,37.430325,-122.10866,www.sofia.edu/
Soka University of America,Aliso Viejo,California ,CA,92656-8081,33.554546,-117.735344,www.soka.edu/
Solano Community College,Fairfield,California ,CA,94534-3197,38.235881,-122.122368,www.solano.edu/
Soma Institute-The National School of Clinical Massage Therapy,Chicago,Illinois ,IL,60604-4110,41.878063,-87.62572,www.soma.edu/
Somerset Community College,Somerset,Kentucky ,KY,42501-2973,37.059599,-84.617546,https://somerset.kctcs.edu/about/index.aspx
Somerset County Technology Center,Somerset,Pennsylvania ,PA,15501-4309,40.00475,-79.029641,www.sctc.net/dnn/
Sonoma State University,Rohnert Park,California ,CA,94928-3609,38.340274,-122.677066,https://sonoma.edu/
Sonoran Desert Institute,Tempe,Arizona ,AZ,85281,33.420286,-111.964106,https://www.sdi.edu/
